session,combo,n_ind,stop,trades,win_rate,pnl,avg_win,avg_loss,max_dd,consec_L,sharpe,exp,score
16:00-20:00,STOCH+BB+MACD,3,20,158,9.5,-11932.0,196.0,-104.0,-11932.0,43,-1.48,-75.5,-9999.0
16:00-20:00,VWAP+VOL,2,30,133,15.8,-11032.0,296.0,-154.0,-11624.0,16,-0.67,-82.9,-9999.0
16:00-20:00,STOCH+VWAP+RSI,3,30,214,8.9,-24518.0,290.0,-154.0,-24956.0,41,-1.48,-114.6,-9999.0
16:00-20:00,STOCH+VWAP+RSI,3,20,214,5.6,-18656.0,196.0,-104.0,-18656.0,57,-2.07,-87.2,-9999.0
16:00-20:00,STOCH+MACD+VOL,3,40,185,22.2,-14765.0,354.0,-203.0,-15329.0,13,-0.57,-79.8,-9999.0
16:00-20:00,STOCH+MACD+VOL,3,30,188,16.0,-15778.0,285.0,-154.0,-16370.0,32,-0.86,-83.9,-9999.0
16:00-20:00,STOCH+MACD+VOL,3,20,190,7.9,-15260.0,196.0,-104.0,-15260.0,53,-1.76,-80.3,-9999.0
16:00-20:00,STOCH+MACD+RSI,3,40,206,15.5,-23617.0,365.0,-203.0,-23788.0,23,-0.88,-114.6,-9999.0
16:00-20:00,STOCH+MACD+RSI,3,30,212,9.0,-24210.0,290.0,-154.0,-24648.0,41,-1.42,-114.2,-9999.0
16:00-20:00,STOCH+MACD+VWAP,3,40,145,23.4,-10946.0,344.0,-204.0,-11918.0,15,-0.48,-75.5,-9999.0
16:00-20:00,VWAP+VOL,2,20,133,9.0,-10232.0,196.0,-104.0,-10232.0,22,-1.19,-76.9,-9999.0
16:00-20:00,STOCH+MACD+VWAP,3,30,148,15.5,-12768.0,282.0,-154.0,-13064.0,30,-0.91,-86.3,-9999.0
16:00-20:00,STOCH+MACD+VWAP,3,20,149,9.4,-11296.0,196.0,-104.0,-11296.0,52,-1.37,-75.8,-9999.0
16:00-20:00,STOCH+BB+VOL,3,40,185,18.9,-18602.0,340.0,-203.0,-18998.0,14,-0.8,-100.5,-9999.0
16:00-20:00,STOCH+BB+VOL,3,30,186,14.5,-16997.0,277.0,-154.0,-17589.0,20,-0.89,-91.4,-9999.0
16:00-20:00,STOCH+BB+VOL,3,20,187,8.0,-14948.0,196.0,-104.0,-14948.0,31,-1.6,-79.9,-9999.0
16:00-20:00,STOCH+BB+RSI,3,40,220,15.5,-25478.0,361.0,-203.0,-25478.0,23,-1.02,-115.8,-9999.0
16:00-20:00,STOCH+BB+RSI,3,30,223,8.5,-26015.0,284.0,-154.0,-26453.0,42,-1.5,-116.7,-9999.0
16:00-20:00,STOCH+MACD+RSI,3,20,213,5.6,-18552.0,196.0,-104.0,-18552.0,58,-2.03,-87.1,-9999.0
16:00-20:00,STOCH+RSI,2,20,205,4.9,-18320.0,196.0,-104.0,-18320.0,55,-2.15,-89.4,-9999.0
16:00-20:00,STOCH+RSI,2,40,200,15.0,-23324.0,372.0,-203.0,-23496.0,26,-0.86,-116.6,-9999.0
16:00-20:00,STOCH+VOL,2,20,174,8.0,-13896.0,196.0,-104.0,-13896.0,27,-1.69,-79.9,-9999.0
16:00-20:00,STOCH+VOL,2,30,173,16.2,-14658.0,274.0,-154.0,-15250.0,20,-0.83,-84.7,-9999.0
16:00-20:00,STOCH+VOL,2,40,171,20.5,-15241.0,354.0,-203.0,-15997.0,12,-0.61,-89.1,-9999.0
16:00-20:00,BB+MACD,2,20,90,11.1,-6360.0,196.0,-104.0,-6360.0,31,-0.92,-70.7,-9999.0
16:00-20:00,BB+MACD,2,30,90,15.6,-7560.0,296.0,-154.0,-7832.0,30,-0.6,-84.0,-9999.0
16:00-20:00,BB+MACD,2,40,89,21.3,-7562.0,350.0,-203.0,-8342.0,16,-0.45,-85.0,-9999.0
16:00-20:00,BB+VWAP,2,20,64,10.9,-4556.0,196.0,-104.0,-4648.0,24,-0.93,-71.2,-9999.0
16:00-20:00,BB+VWAP,2,30,64,14.1,-6029.0,271.0,-154.0,-6171.0,24,-0.76,-94.2,-9999.0
16:00-20:00,BB+VWAP,2,40,63,19.0,-6574.0,319.0,-204.0,-7121.0,13,-0.59,-104.3,-9999.0
16:00-20:00,BB+RSI,2,20,177,6.8,-14808.0,196.0,-104.0,-14900.0,34,-1.43,-83.7,-9999.0
16:00-20:00,BB+RSI,2,30,175,9.1,-19973.0,282.0,-154.0,-20115.0,38,-1.19,-114.1,-9999.0
16:00-20:00,BB+RSI,2,40,173,16.8,-18666.0,357.0,-202.0,-19650.0,12,-0.8,-107.9,-9999.0
16:00-20:00,MACD+RSI,2,20,163,6.7,-13652.0,196.0,-104.0,-13744.0,39,-1.54,-83.8,-9999.0
16:00-20:00,BB+VOL,2,30,146,15.8,-12357.0,286.0,-154.0,-12949.0,21,-0.69,-84.6,-9999.0
16:00-20:00,BB+VOL,2,40,145,20.0,-13267.0,355.0,-203.0,-13663.0,19,-0.57,-91.5,-9999.0
16:00-20:00,MACD+VWAP,2,20,71,11.3,-4984.0,196.0,-104.0,-4984.0,30,-0.88,-70.2,-9999.0
16:00-20:00,MACD+VWAP,2,30,71,16.9,-5534.0,296.0,-154.0,-5818.0,25,-0.55,-77.9,-9999.0
16:00-20:00,MACD+VWAP,2,40,71,21.1,-5691.0,378.0,-203.0,-6075.0,10,-0.43,-80.2,-9999.0
16:00-20:00,STOCH+VWAP+RSI,3,40,210,15.2,-24164.0,374.0,-203.0,-24336.0,28,-0.89,-115.1,-9999.0
16:00-20:00,MACD+RSI,2,30,161,9.3,-18044.0,296.0,-154.0,-18316.0,38,-1.23,-112.1,-9999.0
16:00-20:00,MACD+RSI,2,40,155,14.8,-17940.0,376.0,-201.0,-18120.0,18,-0.85,-115.7,-9999.0
16:00-20:00,MACD+VOL,2,20,151,10.6,-10904.0,196.0,-104.0,-10904.0,21,-1.2,-72.2,-9999.0
16:00-20:00,MACD+VOL,2,30,150,18.7,-10500.0,296.0,-154.0,-10938.0,17,-0.61,-70.0,-9999.0
16:00-20:00,MACD+VOL,2,40,146,24.0,-9156.0,381.0,-203.0,-9348.0,15,-0.36,-62.7,-9999.0
16:00-20:00,VWAP+RSI,2,20,153,5.2,-13512.0,196.0,-104.0,-13604.0,38,-1.5,-88.3,-9999.0
16:00-20:00,VWAP+RSI,2,30,151,7.3,-18304.0,296.0,-154.0,-18446.0,37,-1.28,-121.2,-9999.0
16:00-20:00,VWAP+RSI,2,40,145,14.5,-16832.0,386.0,-201.0,-17420.0,25,-0.83,-116.1,-9999.0
16:00-20:00,BB+VOL,2,20,147,8.8,-11388.0,196.0,-104.0,-11388.0,43,-1.12,-77.5,-9999.0
16:00-20:00,STOCH+MACD+VWAP+RSI,4,40,215,15.3,-24853.0,366.0,-203.0,-25024.0,24,-0.95,-115.6,-9999.0
16:00-20:00,STOCH+MACD+VWAP+RSI,4,30,220,9.1,-24992.0,290.0,-154.0,-25430.0,42,-1.49,-113.6,-9999.0
16:00-20:00,STOCH+MACD+VWAP+RSI,4,20,221,6.3,-18784.0,196.0,-104.0,-18784.0,60,-1.94,-85.0,-9999.0
16:00-20:00,STOCH+BB+RSI+VOL,4,40,234,16.2,-25736.0,363.0,-202.0,-26132.0,25,-0.96,-110.0,-9999.0
16:00-20:00,STOCH+BB+RSI+VOL,4,30,236,9.7,-26161.0,289.0,-154.0,-26741.0,31,-1.39,-110.9,-9999.0
16:00-20:00,STOCH+BB+RSI+VOL,4,20,236,6.8,-19744.0,196.0,-104.0,-19744.0,35,-2.06,-83.7,-9999.0
16:00-20:00,STOCH+BB+VWAP+VOL,4,40,190,18.4,-19720.0,340.0,-204.0,-20116.0,15,-0.85,-103.8,-9999.0
16:00-20:00,STOCH+BB+VWAP+VOL,4,30,191,14.1,-17767.0,277.0,-154.0,-18359.0,21,-0.93,-93.0,-9999.0
16:00-20:00,STOCH+RSI,2,30,205,8.8,-23582.0,290.0,-154.0,-24020.0,40,-1.38,-115.0,-9999.0
16:00-20:00,STOCH+BB+VWAP+RSI,4,40,226,15.0,-26702.0,361.0,-203.0,-26702.0,23,-1.08,-118.1,-9999.0
16:00-20:00,STOCH+BB+VWAP+RSI,4,30,228,8.3,-26785.0,284.0,-154.0,-27223.0,43,-1.57,-117.5,-9999.0
16:00-20:00,STOCH+BB+VWAP+RSI,4,20,228,5.7,-19812.0,196.0,-104.0,-19812.0,46,-2.19,-86.9,-9999.0
16:00-20:00,STOCH+BB+MACD+VOL,4,40,195,20.5,-17547.0,349.0,-203.0,-17943.0,20,-0.73,-90.0,-9999.0
16:00-20:00,STOCH+BB+MACD+VOL,4,30,197,15.2,-17052.0,289.0,-154.0,-17644.0,33,-0.89,-86.6,-9999.0
16:00-20:00,STOCH+BB+MACD+VOL,4,20,199,8.0,-15896.0,196.0,-104.0,-15896.0,35,-1.67,-79.9,-9999.0
16:00-20:00,STOCH+BB+MACD+RSI,4,40,224,16.1,-25039.0,364.0,-203.0,-25039.0,18,-1.01,-111.8,-9999.0
16:00-20:00,STOCH+BB+MACD+RSI,4,30,227,9.3,-25508.0,296.0,-154.0,-25946.0,39,-1.42,-112.4,-9999.0
16:00-20:00,STOCH+BB+MACD+RSI,4,20,228,6.6,-19212.0,196.0,-104.0,-19212.0,38,-1.98,-84.3,-9999.0
16:00-20:00,STOCH+BB+VWAP+VOL,4,20,191,7.3,-15664.0,196.0,-104.0,-15664.0,32,-1.67,-82.0,-9999.0
16:00-20:00,BB+VWAP+RSI+VOL,4,30,215,12.6,-21350.0,282.0,-154.0,-21930.0,28,-1.06,-99.3,-9999.0
16:00-20:00,BB+VWAP+RSI+VOL,4,20,215,8.8,-16660.0,196.0,-104.0,-16660.0,33,-1.37,-77.5,-9999.0
16:00-20:00,BB+MACD+RSI+VOL,4,40,216,16.2,-24168.0,356.0,-202.0,-24360.0,22,-0.89,-111.9,-9999.0
16:00-20:00,BB+MACD+RSI+VOL,4,30,218,11.5,-22489.0,289.0,-154.0,-22915.0,36,-1.12,-103.2,-9999.0
16:00-20:00,BB+MACD+RSI+VOL,4,20,219,8.2,-17376.0,196.0,-104.0,-17376.0,38,-1.48,-79.3,-9999.0
16:00-20:00,BB+MACD+VWAP+VOL,4,40,170,21.2,-14051.0,365.0,-203.0,-14243.0,16,-0.56,-82.7,-9999.0
16:00-20:00,BB+MACD+VWAP+VOL,4,30,173,16.8,-13592.0,296.0,-154.0,-14030.0,24,-0.7,-78.6,-9999.0
16:00-20:00,BB+MACD+VWAP+VOL,4,20,175,9.7,-13100.0,196.0,-104.0,-13100.0,30,-1.17,-74.9,-9999.0
16:00-20:00,BB+MACD+VWAP+RSI,4,40,195,14.9,-23099.0,359.0,-202.0,-23279.0,20,-0.97,-118.5,-9999.0
16:00-20:00,STOCH+MACD+VWAP+VOL,4,20,195,8.2,-15480.0,196.0,-104.0,-15480.0,53,-1.71,-79.4,-9999.0
16:00-20:00,BB+MACD+VWAP+RSI,4,20,199,8.0,-15896.0,196.0,-104.0,-15988.0,37,-1.44,-79.9,-9999.0
16:00-20:00,STOCH+VWAP+RSI+VOL,4,40,223,15.7,-24886.0,375.0,-202.0,-25282.0,24,-0.89,-111.6,-9999.0
16:00-20:00,STOCH+VWAP+RSI+VOL,4,30,228,10.1,-25041.0,284.0,-154.0,-25621.0,31,-1.43,-109.8,-9999.0
16:00-20:00,STOCH+VWAP+RSI+VOL,4,20,228,7.0,-18912.0,196.0,-104.0,-18912.0,33,-2.12,-82.9,-9999.0
16:00-20:00,STOCH+MACD+RSI+VOL,4,40,222,16.7,-23383.0,376.0,-202.0,-23779.0,18,-0.84,-105.3,-9999.0
16:00-20:00,STOCH+MACD+RSI+VOL,4,30,226,9.7,-25183.0,283.0,-154.0,-25763.0,40,-1.41,-111.4,-9999.0
16:00-20:00,STOCH+MACD+RSI+VOL,4,20,226,6.2,-19304.0,196.0,-104.0,-19304.0,66,-2.21,-85.4,-9999.0
16:00-20:00,STOCH+MACD+VWAP+VOL,4,40,190,21.1,-16484.0,353.0,-204.0,-17048.0,18,-0.64,-86.8,-9999.0
16:00-20:00,STOCH+MACD+VWAP+VOL,4,30,193,15.5,-16548.0,285.0,-154.0,-17140.0,31,-0.9,-85.7,-9999.0
16:00-20:00,BB+MACD+VWAP+RSI,4,30,197,9.1,-22238.0,296.0,-154.0,-22510.0,40,-1.21,-112.9,-9999.0
16:00-20:00,BB+VWAP+RSI,3,40,181,16.6,-19698.0,359.0,-202.0,-20682.0,12,-0.81,-108.8,-9999.0
16:00-20:00,BB+VWAP+RSI,3,30,184,9.2,-20909.0,283.0,-154.0,-21051.0,40,-1.21,-113.6,-9999.0
16:00-20:00,BB+VWAP+RSI,3,20,186,7.0,-15444.0,196.0,-104.0,-15536.0,36,-1.44,-83.0,-9999.0
16:00-20:00,BB+MACD+VOL,3,40,162,21.0,-13619.0,363.0,-203.0,-13811.0,16,-0.58,-84.1,-9999.0
16:00-20:00,BB+MACD+VOL,3,30,165,17.0,-12810.0,296.0,-154.0,-13248.0,23,-0.68,-77.6,-9999.0
16:00-20:00,BB+MACD+VOL,3,20,167,9.6,-12568.0,196.0,-104.0,-12568.0,52,-1.18,-75.3,-9999.0
16:00-20:00,BB+MACD+RSI,3,40,189,14.3,-23075.0,356.0,-202.0,-23255.0,19,-1.02,-122.1,-9999.0
16:00-20:00,BB+MACD+RSI,3,30,191,8.9,-21764.0,296.0,-154.0,-22036.0,38,-1.22,-113.9,-9999.0
16:00-20:00,STOCH+BB+MACD+VWAP,4,40,161,23.0,-12560.0,344.0,-204.0,-12932.0,16,-0.56,-78.0,-9999.0
16:00-20:00,BB+MACD+VWAP,3,40,99,21.2,-8402.0,355.0,-203.0,-9182.0,11,-0.46,-84.9,-9999.0
16:00-20:00,BB+MACD+VWAP,3,30,100,15.0,-8650.0,296.0,-154.0,-8922.0,34,-0.65,-86.5,-9999.0
16:00-20:00,BB+MACD+VWAP,3,20,100,11.0,-7100.0,196.0,-104.0,-7100.0,34,-0.94,-71.0,-9999.0
16:00-20:00,STOCH+RSI+VOL,3,40,219,16.9,-22771.0,376.0,-202.0,-23167.0,23,-0.8,-104.0,-9999.0
16:00-20:00,STOCH+RSI+VOL,3,30,224,10.7,-23975.0,284.0,-154.0,-24555.0,30,-1.3,-107.0,-9999.0
16:00-20:00,STOCH+RSI+VOL,3,20,224,6.7,-18796.0,196.0,-104.0,-18796.0,33,-2.22,-83.9,-9999.0
16:00-20:00,STOCH+VWAP+VOL,3,40,176,19.3,-16960.0,353.0,-204.0,-17716.0,16,-0.67,-96.4,-9999.0
16:00-20:00,STOCH+VWAP+VOL,3,30,178,15.7,-15428.0,274.0,-154.0,-16020.0,20,-0.88,-86.7,-9999.0
16:00-20:00,STOCH+VWAP+VOL,3,20,179,8.4,-14116.0,196.0,-104.0,-14116.0,27,-1.65,-78.9,-9999.0
16:00-20:00,BB+MACD+RSI,3,20,193,7.8,-15572.0,196.0,-104.0,-15664.0,36,-1.46,-80.7,-9999.0
16:00-20:00,STOCH+BB+MACD+VWAP,4,30,163,14.7,-14516.0,287.0,-154.0,-14812.0,32,-0.93,-89.1,-9999.0
16:00-20:00,STOCH+BB+MACD+VWAP,4,20,164,8.5,-12856.0,196.0,-104.0,-12856.0,45,-1.52,-78.4,-9999.0
16:00-20:00,VWAP+RSI+VOL,3,40,196,16.8,-20421.0,380.0,-202.0,-20817.0,20,-0.74,-104.2,-9999.0
16:00-20:00,VWAP+RSI+VOL,3,30,200,12.5,-19717.0,289.0,-154.0,-20297.0,27,-1.04,-98.6,-9999.0
16:00-20:00,VWAP+RSI+VOL,3,20,200,8.5,-15700.0,196.0,-104.0,-15700.0,29,-1.48,-78.5,-9999.0
16:00-20:00,MACD+RSI+VOL,3,40,199,18.1,-19501.0,374.0,-202.0,-19693.0,20,-0.64,-98.0,-9999.0
16:00-20:00,MACD+RSI+VOL,3,30,204,12.3,-20333.0,289.0,-154.0,-20759.0,25,-1.04,-99.7,-9999.0
16:00-20:00,MACD+RSI+VOL,3,20,204,7.8,-16416.0,196.0,-104.0,-16416.0,30,-1.62,-80.5,-9999.0
16:00-20:00,MACD+VWAP+VOL,3,40,155,21.9,-11592.0,380.0,-203.0,-11784.0,15,-0.45,-74.8,-9999.0
16:00-20:00,BB+VWAP+VOL,3,20,155,9.0,-11920.0,196.0,-104.0,-11920.0,31,-1.09,-76.9,-9999.0
16:00-20:00,MACD+VWAP+VOL,3,20,159,10.7,-11436.0,196.0,-104.0,-11436.0,23,-1.15,-71.9,-9999.0
16:00-20:00,MACD+VWAP+RSI,3,40,170,14.7,-19800.0,377.0,-202.0,-19980.0,20,-0.88,-116.5,-9999.0
16:00-20:00,MACD+VWAP+RSI,3,30,175,9.1,-19750.0,296.0,-154.0,-20022.0,42,-1.21,-112.9,-9999.0
16:00-20:00,MACD+VWAP+RSI,3,20,177,7.3,-14508.0,196.0,-104.0,-14600.0,43,-1.46,-82.0,-9999.0
16:00-20:00,BB+RSI+VOL,3,40,208,16.8,-22591.0,355.0,-202.0,-22987.0,21,-0.84,-108.6,-9999.0
16:00-20:00,BB+RSI+VOL,3,30,210,11.9,-21480.0,280.0,-154.0,-22060.0,39,-1.09,-102.3,-9999.0
16:00-20:00,BB+RSI+VOL,3,20,210,8.6,-16440.0,196.0,-104.0,-16440.0,35,-1.36,-78.3,-9999.0
16:00-20:00,BB+VWAP+VOL,3,40,153,19.6,-14299.0,356.0,-203.0,-14695.0,19,-0.59,-93.5,-9999.0
16:00-20:00,BB+VWAP+VOL,3,30,154,15.6,-13139.0,287.0,-154.0,-13731.0,17,-0.71,-85.3,-9999.0
16:00-20:00,MACD+VWAP+VOL,3,30,158,17.7,-11732.0,296.0,-154.0,-12170.0,18,-0.65,-74.3,-9999.0
14:00-18:00,STOCH+VWAP+RSI,3,40,236,15.3,-26544.0,396.0,-204.0,-26940.0,24,-1.01,-112.5,-9999.0
14:00-18:00,STOCH+VWAP+RSI,3,30,237,13.5,-22098.0,296.0,-154.0,-22240.0,17,-1.34,-93.2,-9999.0
14:00-18:00,STOCH+VWAP+RSI,3,20,238,7.6,-19352.0,196.0,-104.0,-19444.0,30,-2.15,-81.3,-9999.0
14:00-18:00,STOCH+MACD+VOL,3,40,218,16.1,-23472.0,396.0,-204.0,-23664.0,19,-0.87,-107.7,-9999.0
14:00-18:00,STOCH+MACD+VOL,3,30,221,14.0,-20084.0,296.0,-154.0,-20226.0,23,-1.08,-90.9,-9999.0
14:00-18:00,STOCH+MACD+VOL,3,20,223,8.5,-17492.0,196.0,-104.0,-17492.0,35,-1.67,-78.4,-9999.0
14:00-18:00,STOCH+MACD+RSI,3,40,233,15.0,-26532.0,396.0,-204.0,-26928.0,20,-0.95,-113.9,-9999.0
14:00-18:00,STOCH+MACD+RSI,3,30,237,13.1,-22548.0,296.0,-154.0,-22548.0,21,-1.22,-95.1,-9999.0
16:00-20:00,STOCH+BB,2,40,134,21.6,-11907.0,328.0,-204.0,-11907.0,18,-0.65,-88.9,-9999.0
14:00-18:00,STOCH+MACD+VWAP,3,40,177,16.4,-18708.0,396.0,-204.0,-19104.0,24,-0.77,-105.7,-9999.0
14:00-18:00,STOCH+MACD+VWAP,3,30,177,15.3,-15108.0,296.0,-154.0,-15700.0,20,-0.85,-85.4,-9999.0
14:00-18:00,STOCH+MACD+VWAP,3,20,177,7.9,-14208.0,196.0,-104.0,-14208.0,31,-1.56,-80.3,-9999.0
14:00-18:00,STOCH+BB+VOL,3,40,219,16.9,-22476.0,396.0,-204.0,-22476.0,19,-0.87,-102.6,-9999.0
14:00-18:00,STOCH+BB+VOL,3,30,221,14.5,-19634.0,296.0,-154.0,-19634.0,22,-1.07,-88.8,-9999.0
14:00-18:00,STOCH+BB+VOL,3,20,223,9.9,-16592.0,196.0,-104.0,-16592.0,34,-1.59,-74.4,-9999.0
14:00-18:00,STOCH+BB+RSI,3,40,242,16.1,-25968.0,396.0,-204.0,-26364.0,23,-0.92,-107.3,-9999.0
14:00-18:00,STOCH+BB+RSI,3,30,245,11.8,-24680.0,296.0,-154.0,-24822.0,23,-1.54,-100.7,-9999.0
14:00-18:00,STOCH+MACD+RSI,3,20,238,7.1,-19652.0,196.0,-104.0,-19652.0,27,-1.94,-82.6,-9999.0
14:00-18:00,BB+VWAP+RSI,3,40,214,15.9,-23256.0,396.0,-204.0,-23652.0,19,-0.87,-108.7,-9999.0
14:00-18:00,BB+VWAP+RSI,3,30,216,12.0,-21564.0,296.0,-154.0,-21564.0,31,-1.29,-99.8,-9999.0
14:00-18:00,BB+VWAP+RSI,3,20,218,6.4,-18472.0,196.0,-104.0,-18472.0,33,-1.9,-84.7,-9999.0
14:00-18:00,BB+MACD+VOL,3,40,207,13.5,-25428.0,396.0,-204.0,-25620.0,37,-1.08,-122.8,-9999.0
14:00-18:00,BB+MACD+VOL,3,30,209,13.4,-19586.0,296.0,-154.0,-19728.0,23,-1.09,-93.7,-9999.0
14:00-18:00,BB+MACD+VOL,3,20,210,8.6,-16440.0,196.0,-104.0,-16440.0,56,-1.67,-78.3,-9999.0
14:00-18:00,BB+MACD+RSI,3,40,217,14.3,-25668.0,396.0,-204.0,-26064.0,18,-1.05,-118.3,-9999.0
14:00-18:00,BB+MACD+RSI,3,30,220,11.8,-22180.0,296.0,-154.0,-22180.0,35,-1.31,-100.8,-9999.0
14:00-18:00,STOCH+VWAP+VOL,3,20,215,9.3,-16360.0,196.0,-104.0,-16360.0,34,-1.59,-76.1,-9999.0
14:00-18:00,BB+MACD+VWAP,3,40,132,15.9,-14328.0,396.0,-204.0,-14904.0,21,-0.69,-108.5,-9999.0
14:00-18:00,BB+MACD+VWAP,3,30,132,14.4,-11778.0,296.0,-154.0,-12074.0,24,-0.74,-89.2,-9999.0
14:00-18:00,BB+MACD+VWAP,3,20,132,7.6,-10728.0,196.0,-104.0,-10728.0,29,-1.29,-81.3,-9999.0
14:00-18:00,STOCH+RSI+VOL,3,40,242,16.1,-25968.0,396.0,-204.0,-26364.0,25,-0.93,-107.3,-9999.0
14:00-18:00,STOCH+RSI+VOL,3,30,245,13.9,-22430.0,296.0,-154.0,-22430.0,25,-1.22,-91.6,-9999.0
14:00-18:00,STOCH+RSI+VOL,3,20,245,7.3,-20080.0,196.0,-104.0,-20080.0,33,-2.09,-82.0,-9999.0
14:00-18:00,STOCH+VWAP+VOL,3,40,210,18.1,-20040.0,396.0,-204.0,-20040.0,17,-0.75,-95.4,-9999.0
14:00-18:00,STOCH+VWAP+VOL,3,30,212,16.0,-17348.0,296.0,-154.0,-17348.0,21,-0.91,-81.8,-9999.0
14:00-18:00,BB+MACD+RSI,3,20,220,5.9,-18980.0,196.0,-104.0,-18980.0,37,-1.94,-86.3,-9999.0
14:00-18:00,MACD+RSI,2,40,187,13.4,-23148.0,396.0,-204.0,-23544.0,18,-0.95,-123.8,-9999.0
14:00-18:00,MACD+RSI,2,30,190,11.6,-19360.0,296.0,-154.0,-19360.0,19,-1.24,-101.9,-9999.0
14:00-18:00,MACD+RSI,2,20,195,7.2,-16080.0,196.0,-104.0,-16080.0,30,-1.55,-82.5,-9999.0
14:00-18:00,MACD+VWAP,2,40,101,16.8,-10404.0,396.0,-204.0,-10800.0,15,-0.56,-103.0,-9999.0
14:00-18:00,MACD+VWAP,2,30,101,17.8,-7454.0,296.0,-154.0,-7750.0,22,-0.54,-73.8,-9999.0
14:00-18:00,MACD+VWAP,2,20,101,8.9,-7804.0,196.0,-104.0,-7804.0,26,-0.97,-77.3,-9999.0
14:00-18:00,BB+VOL,2,40,191,15.2,-21564.0,396.0,-204.0,-21744.0,31,-0.94,-112.9,-9999.0
14:00-18:00,BB+VOL,2,30,194,12.4,-19076.0,296.0,-154.0,-19076.0,35,-1.14,-98.3,-9999.0
14:00-18:00,STOCH+BB+RSI,3,20,245,7.3,-20080.0,196.0,-104.0,-20172.0,31,-2.18,-82.0,-9999.0
14:00-18:00,BB+RSI,2,40,203,15.8,-22212.0,396.0,-204.0,-22608.0,17,-0.84,-109.4,-9999.0
14:00-18:00,BB+RSI,2,30,205,11.7,-20770.0,296.0,-154.0,-20770.0,30,-1.24,-101.3,-9999.0
14:00-18:00,BB+RSI,2,20,207,5.8,-17928.0,196.0,-104.0,-17928.0,35,-1.88,-86.6,-9999.0
14:00-18:00,BB+VWAP,2,40,78,20.5,-6312.0,396.0,-204.0,-6696.0,15,-0.42,-80.9,-9999.0
14:00-18:00,BB+VWAP,2,30,78,16.7,-6162.0,296.0,-154.0,-6446.0,19,-0.6,-79.0,-9999.0
14:00-18:00,BB+VWAP,2,20,78,7.7,-6312.0,196.0,-104.0,-6496.0,20,-1.19,-80.9,-9999.0
14:00-18:00,BB+MACD,2,40,120,15.0,-13680.0,396.0,-204.0,-14076.0,35,-0.7,-114.0,-9999.0
14:00-18:00,BB+MACD,2,30,120,14.2,-10830.0,296.0,-154.0,-11126.0,22,-0.71,-90.2,-9999.0
14:00-18:00,BB+VOL,2,20,194,8.2,-15376.0,196.0,-104.0,-15376.0,52,-1.67,-79.3,-9999.0
14:00-18:00,STOCH+BB+VWAP,3,40,165,17.6,-16260.0,396.0,-204.0,-16620.0,23,-0.64,-98.5,-9999.0
14:00-18:00,STOCH+BB+VWAP,3,30,167,13.8,-15368.0,296.0,-154.0,-15664.0,21,-1.04,-92.0,-9999.0
14:00-18:00,STOCH+BB+VWAP,3,20,167,7.8,-13468.0,196.0,-104.0,-13468.0,29,-1.55,-80.6,-9999.0
14:00-18:00,STOCH+BB+MACD,3,40,183,15.8,-19932.0,396.0,-204.0,-20328.0,22,-0.77,-108.9,-9999.0
14:00-18:00,STOCH+BB+MACD,3,30,184,13.0,-17536.0,296.0,-154.0,-18128.0,22,-1.0,-95.3,-9999.0
14:00-18:00,STOCH+BB+MACD,3,20,185,8.1,-14740.0,196.0,-104.0,-14740.0,26,-1.55,-79.7,-9999.0
14:00-18:00,RSI+VOL,2,40,213,16.4,-22452.0,396.0,-204.0,-23424.0,15,-0.84,-105.4,-9999.0
14:00-18:00,RSI+VOL,2,30,217,14.3,-19468.0,296.0,-154.0,-19468.0,22,-1.08,-89.7,-9999.0
14:00-18:00,MACD+VOL,2,20,191,8.4,-15064.0,196.0,-104.0,-15064.0,50,-1.46,-78.9,-9999.0
14:00-18:00,VWAP+VOL,2,40,172,16.3,-18288.0,396.0,-204.0,-18468.0,28,-0.74,-106.3,-9999.0
14:00-18:00,VWAP+VOL,2,30,175,13.7,-16150.0,296.0,-154.0,-16150.0,32,-0.92,-92.3,-9999.0
14:00-18:00,VWAP+VOL,2,20,175,8.6,-13700.0,196.0,-104.0,-13700.0,48,-1.48,-78.3,-9999.0
14:00-18:00,VWAP+RSI,2,40,181,14.9,-20724.0,396.0,-204.0,-21120.0,19,-0.87,-114.5,-9999.0
14:00-18:00,VWAP+RSI,2,30,185,12.4,-18140.0,296.0,-154.0,-18140.0,27,-1.08,-98.1,-9999.0
14:00-18:00,VWAP+RSI,2,20,190,6.3,-16160.0,196.0,-104.0,-16160.0,28,-1.75,-85.1,-9999.0
14:00-18:00,MACD+VOL,2,40,187,13.9,-22548.0,396.0,-204.0,-22740.0,28,-0.94,-120.6,-9999.0
14:00-18:00,MACD+VOL,2,30,189,13.8,-17406.0,296.0,-154.0,-17548.0,21,-0.97,-92.1,-9999.0
14:00-18:00,RSI+VOL,2,20,218,8.3,-17272.0,196.0,-104.0,-17272.0,41,-1.66,-79.2,-9999.0
14:00-18:00,BB+MACD+VWAP+VOL,4,40,214,14.0,-25656.0,396.0,-204.0,-25848.0,38,-1.06,-119.9,-9999.0
14:00-18:00,BB+MACD+VWAP+VOL,4,30,216,13.4,-20214.0,296.0,-154.0,-20356.0,24,-1.12,-93.6,-9999.0
